Model Outputs
200
,,HRI_Hitesh_Lower:LAbsAnkleAngle,,,HRI_Hitesh_Lower:LAnkleAngles,,,HRI_Hitesh_Lower:LAnkleForce,,,HRI_Hitesh_Lower:LAnkleMoment,,,HRI_Hitesh_Lower:LAnklePower,,,HRI_Hitesh_Lower:LFE,,,,,,,,,HRI_Hitesh_Lower:LFO,,,,,,,,,HRI_Hitesh_Lower:LFootProgressAngles,,,HRI_Hitesh_Lower:LHipAngles,,,HRI_Hitesh_Lower:LHipForce,,,HRI_Hitesh_Lower:LHipMoment,,,HRI_Hitesh_Lower:LHipPower,,,HRI_Hitesh_Lower:LKneeAngles,,,HRI_Hitesh_Lower:LKneeForce,,,HRI_Hitesh_Lower:LKneeMoment,,,HRI_Hitesh_Lower:LKneePower,,,HRI_Hitesh_Lower:LPelvisAngles,,,HRI_Hitesh_Lower:LTI,,,,,,,,,HRI_Hitesh_Lower:LTO,,,,,,,,,HRI_Hitesh_Lower:PEL,,,,,,,,,HRI_Hitesh_Lower:RAbsAnkleAngle,,,HRI_Hitesh_Lower:RAnkleAngles,,,HRI_Hitesh_Lower:RAnkleForce,,,HRI_Hitesh_Lower:RAnkleMoment,,,HRI_Hitesh_Lower:RAnklePower,,,HRI_Hitesh_Lower:RFE,,,,,,,,,HRI_Hitesh_Lower:RFO,,,,,,,,,HRI_Hitesh_Lower:RFootProgressAngles,,,HRI_Hitesh_Lower:RHipAngles,,,HRI_Hitesh_Lower:RHipForce,,,HRI_Hitesh_Lower:RHipMoment,,,HRI_Hitesh_Lower:RHipPower,,,HRI_Hitesh_Lower:RKneeAngles,,,HRI_Hitesh_Lower:RKneeForce,,,HRI_Hitesh_Lower:RKneeMoment,,,HRI_Hitesh_Lower:RKneePower,,,HRI_Hitesh_Lower:RPelvisAngles,,,HRI_Hitesh_Lower:RTI,,,,,,,,,HRI_Hitesh_Lower:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
229,0,-0.130173,312.582306,938.764587,-221.905014,301.856476,992.788086,-84.728622,507.506500,969.938416,-165.550964,500.013824,976.173767,32.369743,318.736572,696.266663,-24.700396,322.868622,484.987946,-40.795883,379.853119,263.304688,,,,-157.113861,451.414459,57.895756,-85.092293,264.626801,58.527168,-315.559967,165.911331,963.369629,-340.768219,-4.751148,871.597534,-326.228882,65.150879,682.978760,-286.647888,200.613907,519.781738,-232.505478,249.804672,524.186890,-285.457336,79.694229,443.722961
230,0,-0.031510,312.627472,939.003784,-221.817337,301.831299,992.909973,-84.744370,507.533081,970.074463,-165.547791,499.993011,976.272339,32.644035,318.993805,696.494202,-24.283716,323.153564,485.149567,-40.381313,380.220734,263.521423,,,,-156.846634,451.599152,57.928993,-84.888557,264.796539,58.614803,-315.684387,165.858978,963.192993,-340.930054,-4.715324,871.244629,-326.102448,65.019768,682.557678,-286.161774,200.254776,519.251831,-231.871552,249.361069,523.752808,-285.039825,79.289406,443.236633
231,0,0.043258,312.669037,939.229797,-221.743607,301.795624,993.016174,-84.768890,507.551483,970.209290,-165.555298,499.965027,976.368164,32.896912,319.233398,696.712036,-23.883497,323.439880,485.304962,-39.978645,380.583252,263.741333,,,,-156.588470,451.778595,57.951950,-84.691277,264.966309,58.707500,-315.808777,165.768265,962.940796,-341.102417,-4.681706,870.762817,-326.012268,64.917877,682.015564,-285.739319,199.944626,518.620483,-231.305603,248.961105,523.208252,-284.694153,78.947693,442.623749
232,0,0.094100,312.707489,939.441711,-221.683945,301.749512,993.105713,-84.802643,507.562347,970.343628,-165.574249,499.930115,976.462158,33.128788,319.457367,696.919434,-23.500189,323.728485,485.454315,-39.590496,380.943359,263.960785,,,,-156.339996,451.951996,57.965240,-84.500587,265.134979,58.804787,-315.932465,165.639725,962.614319,-341.282867,-4.650536,870.154907,-325.957916,64.843071,681.354248,-285.383209,199.680603,517.888184,-230.813065,248.603271,522.551758,-284.421722,78.665436,441.886353
233,0,0.121263,312.743256,939.638855,-221.638336,301.693085,993.177612,-84.846107,507.566040,970.478333,-165.605438,499.888580,976.555237,33.340126,319.667969,697.116455,-23.134359,324.020111,485.597931,-39.219715,381.303802,264.175812,,,,-156.101898,452.118622,57.969666,-84.316711,265.301300,58.906090,-316.054688,165.474197,962.214783,-341.469055,-4.621816,869.424072,-325.938965,64.793175,680.575989,-285.095612,199.459686,517.055420,-230.398560,248.285797,521.781982,-284.223175,78.438667,441.026733
234,0,0.125280,312.776764,939.820435,-221.606491,301.626740,993.231079,-84.899849,507.563354,970.614197,-165.649643,499.840790,976.648071,33.531422,319.867523,697.302673,-22.786711,324.315247,485.736145,-38.869370,381.667328,264.382233,,,,-155.874817,452.277802,57.966164,-84.139984,265.463776,59.010731,-316.175049,165.272720,961.743958,-341.658600,-4.595304,868.573425,-325.954803,64.766060,679.683105,-284.878387,199.278687,516.122620,-230.065826,248.006668,520.898132,-284.098999,78.263229,440.047333
235,0,0.106971,312.808502,939.986023,-221.588028,301.551025,993.265442,-84.964363,507.554962,970.751648,-165.707581,499.787109,976.741882,33.703110,320.058502,697.478149,-22.458099,324.614075,485.869293,-38.542690,382.036285,264.575897,,,,-155.659500,452.428864,57.955822,-83.970940,265.620880,59.117935,-316.292877,165.036682,961.203491,-341.849487,-4.570498,867.606445,-326.004669,64.759697,678.678223,-284.732941,199.134323,515.090698,-229.817520,247.763657,519.899353,-284.049377,78.134804,438.950806
236,0,0.067434,312.838898,940.135559,-221.582336,301.466522,993.280151,-85.040146,507.541656,970.891296,-165.779922,499.728088,976.837585,33.855587,320.243225,697.642883,-22.149553,324.916504,485.997742,-38.242996,382.412933,264.752594,,,,-155.456711,452.571228,57.939838,-83.810234,265.771210,59.226807,-316.407715,164.767624,960.595703,-342.039734,-4.546648,866.526855,-326.087769,64.772209,677.563843,-284.660034,199.023270,513.960449,-229.655350,247.554367,518.785706,-284.074097,78.048996,437.739960
237,0,0.008038,312.868378,940.268738,-221.588577,301.374146,993.275024,-85.127625,507.524200,971.033508,-165.867218,499.664185,976.935913,33.989136,320.424133,697.796570,-21.862278,325.222229,486.121857,-37.973614,382.798981,264.908295,,,,-155.267242,452.704437,57.919521,-83.658661,265.913147,59.336342,-316.518982,164.467316,959.922607,-342.227509,-4.522747,865.337952,-326.203339,64.801941,676.342773,-284.660156,198.942261,512.732544,-229.579956,247.376221,517.557312,-284.172668,78.001396,436.417877
238,0,-0.069603,312.897369,940.385986,-221.605850,301.274750,993.250000,-85.227127,507.503448,971.178467,-165.969925,499.596039,977.037842,34.103920,320.603363,697.939270,-21.597626,325.530426,486.241882,-37.737785,383.195526,265.039093,,,,-155.091919,452.828064,57.896240,-83.517166,266.045258,59.445423,-316.626129,164.137772,959.186523,-342.411224,-4.497561,864.043823,-326.350372,64.847420,675.017822,-284.733063,198.887985,511.408142,-229.590866,247.226578,516.214722,-284.344330,77.987625,434.987457
239,0,-0.163655,312.926086,940.487183,-221.632904,301.169464,993.204956,-85.338875,507.480255,971.326172,-166.088211,499.524292,977.144043,34.199970,320.782898,698.070862,-21.357098,325.840271,486.357971,-37.538601,383.603149,265.141602,,,,-154.931610,452.941833,57.871422,-83.386795,266.166077,59.552841,-316.728455,163.781067,958.390076,-342.589325,-4.469638,862.647949,-326.527740,64.907486,673.591858,-284.878052,198.857437,509.988129,-229.686630,247.102783,514.758911,-284.588074,78.003471,433.451965
240,0,-0.272099,312.954803,940.572998,-221.668488,301.059357,993.140503,-85.462975,507.455536,971.476440,-166.222107,499.449646,977.255432,34.277187,320.964508,698.191162,-21.142296,326.150421,486.470276,-37.378857,384.021881,265.212921,,,,-154.787064,453.045532,57.846481,-83.268646,266.274445,59.657288,-316.825195,163.399475,957.535645,-342.760468,-4.437334,861.154053,-326.734497,64.981262,672.067566,-285.093933,198.847687,508.473572,-229.864853,247.002213,513.190796,-284.902771,78.044907,431.814514
241,0,-0.392775,312.983826,940.643738,-221.711166,300.945801,993.057068,-85.599327,507.429901,971.628906,-166.371475,499.372864,977.372314,34.335327,321.149567,698.300049,-20.954897,326.459351,486.578705,-37.260986,384.450897,265.250641,,,,-154.659103,453.139069,57.822819,-83.163879,266.369232,59.757397,-316.915466,162.995331,956.625854,-342.923553,-4.398844,859.565918,-326.969299,65.068161,670.448120,-285.379089,198.856049,506.865509,-230.122299,246.922302,511.512207,-285.287140,78.108093,430.078491
242,0,-0.523428,313.013245,940.699951,-221.759476,300.829895,992.955566,-85.747681,507.404388,971.783020,-166.535889,499.294739,977.495300,34.374020,321.339142,698.397278,-20.796587,326.765320,486.683075,-37.186989,384.888885,265.253082,,,,-154.548416,453.222473,57.801765,-83.073616,266.449524,59.851768,-316.998322,162.571030,955.663513,-343.077423,-4.352241,857.887146,-327.230896,65.167953,668.736267,-285.731293,198.880234,505.164856,-230.454987,246.860626,509.724670,-285.739716,78.189568,428.247009
243,0,-0.661761,313.043182,940.742310,-221.811859,300.712921,992.837036,-85.907631,507.379639,971.938171,-166.714630,499.216064,977.624451,34.392822,321.533875,698.482544,-20.669020,327.066437,486.783081,-37.158283,385.333740,265.219177,,,,-154.455612,453.295929,57.784550,-82.998894,266.514618,59.938988,-317.072784,162.128983,954.651062,-343.221161,-4.295504,856.121094,-327.518066,65.280693,666.934998,-286.147980,198.918167,503.372894,-230.858276,246.814987,507.830200,-286.258972,78.286110,426.323425
244,0,-0.805490,313.073669,940.771301,-221.866821,300.596069,992.702576,-86.078522,507.356476,972.093445,-166.906830,499.137787,977.760071,34.391205,321.734131,698.555786,-20.573734,327.360565,486.878204,-37.175735,385.783051,265.148743,,,,-154.381134,453.359558,57.772259,-82.940666,266.564117,60.017685,-317.137634,161.671646,953.591125,-343.353973,-4.226572,854.271423,-327.829376,65.406723,665.047241,-286.626404,198.968155,501.490723,-231.327194,246.783417,505.830872,-286.843170,78.394958,424.310944
245,0,-0.952399,313.104675,940.787537,-221.922836,300.480499,992.553772,-86.259575,507.335419,972.247925,-167.111359,499.060638,977.901917,34.368618,321.939636,698.616638,-20.512123,327.645538,486.967987,-37.239513,386.233612,265.042114,,,,-154.325333,453.413666,57.765816,-82.899712,266.597931,60.086548,-317.191711,161.201416,952.486145,-343.475159,-4.143368,852.341309,-328.163452,65.546707,663.075684,-287.163269,199.028931,499.519348,-231.856308,246.764221,503.729034,-287.490784,78.513672,422.212921
246,0,-1.100392,313.136322,940.791687,-221.978531,300.367249,992.391968,-86.449776,507.317200,972.400513,-167.326859,498.985535,978.049866,34.324528,322.149841,698.664978,-20.485331,327.919159,487.051666,-37.349129,386.682098,264.900665,,,,-154.288330,453.458649,57.765919,-82.876587,266.616028,60.144375,-317.233826,160.720612,951.338440,-343.584106,-4.043855,850.334045,-328.518768,65.701500,661.023499,-287.755127,199.099503,497.460052,-232.440094,246.756104,501.526947,-288.200012,78.640251,420.032623
247,0,-1.247548,313.168427,940.784119,-222.032623,300.257202,992.218872,-86.647987,507.302277,972.550049,-167.551804,498.913330,978.203430,34.258457,322.363800,698.700684,-20.494215,328.179169,487.128448,-37.503368,387.124725,264.726227,,,,-154.270050,453.494873,57.773048,-82.871597,266.618774,60.190128,-317.262726,160.231522,950.150513,-343.680298,-3.926065,848.252563,-328.893921,65.872238,658.893372,-288.398468,199.179321,495.314087,-233.073090,246.758011,499.227112,-288.969208,78.773102,417.773193
248,0,-1.392157,313.201141,940.765259,-222.084000,300.151245,992.036133,-86.852898,507.291199,972.695496,-167.784485,498.844818,978.362000,34.170055,322.580048,698.723694,-20.539282,328.423584,487.197510,-37.700356,387.557617,264.521423,,,,-154.270248,453.522827,57.787415,-82.884804,266.606873,60.222961,-317.277191,159.736267,948.924194,-343.763214,-3.788138,846.099854,-329.287445,66.060181,656.688232,-289.089661,199.268204,493.082825,-233.749817,246.769318,496.831909,-289.796600,78.911034,415.437866
249,0,-1.532765,313.234283,940.735657,-222.131683,300.049957,991.845459,-87.063095,507.284271,972.835632,-168.023087,498.780792,978.524963,34.059101,322.796814,698.734192,-20.620632,328.650452,487.258087,-37.937527,387.976959,264.289368,,,,-154.288391,453.542938,57.808952,-82.915916,266.580994,60.242233,-317.276093,159.236923,947.661438,-343.832489,-3.628353,843.878723,-329.697784,66.266739,654.410767,-289.824951,199.366348,490.767700,-234.465210,246.789825,494.343903,-290.680359,79.053268,413.029938
250,0,-1.668194,313.267853,940.695435,-222.174942,299.953949,991.648621,-87.277069,507.281769,972.969604,-168.265732,498.721924,978.691467,33.925594,323.012177,698.732239,-20.737917,328.858063,487.309265,-38.211716,388.378876,264.033783,,,,-154.323822,453.555756,57.837322,-82.964409,266.542328,60.247581,-317.258148,158.735397,946.364075,-343.887817,-3.445154,841.592041,-330.123566,66.493416,652.064087,-290.600739,199.474182,488.370331,-235.214432,246.819611,491.765503,-291.618805,79.199379,410.552490
251,0,-1.797562,313.301910,940.645142,-222.213257,299.863495,991.447205,-87.493256,507.283936,973.096130,-168.510483,498.668854,978.860291,33.769764,323.223724,698.718323,-20.890306,329.045013,487.350433,-38.519222,388.759827,263.758728,,,,-154.375565,453.561737,57.871891,-83.029404,266.491943,60.238918,-317.222504,158.233444,945.033630,-343.928802,-3.237173,839.242065,-330.563354,66.741760,649.650696,-291.413544,199.592560,485.892456,-235.993179,246.859192,489.099213,-292.610046,79.349358,408.008759
252,0,-1.920289,313.336426,940.585083,-222.246307,299.778870,991.242737,-87.710052,507.290894,973.214417,-168.755402,498.622131,979.030640,33.592129,323.429047,698.692749,-21.076488,329.210388,487.380859,-38.855892,389.116486,263.468414,,,,-154.442581,453.561310,57.911755,-83.109772,266.431244,60.216438,-317.168152,157.732712,943.671387,-343.955322,-3.003238,836.831421,-331.015778,67.013321,647.173462,-292.259949,199.722488,483.335999,-236.797607,246.909348,486.347504,-293.652374,79.503510,405.401825
253,0,-2.036088,313.371338,940.515259,-222.274002,299.700287,991.036865,-87.925858,507.302643,973.323730,-168.998596,498.582184,979.201233,33.393463,323.625610,698.656128,-21.294645,329.353485,487.400116,-39.217209,389.446045,263.167450,,,,-154.523575,453.554871,57.955746,-83.204140,266.361694,60.180634,-317.094299,157.234573,942.278625,-343.967041,-2.742388,834.362244,-331.479401,67.309647,644.635193,-293.136932,199.865295,480.703033,-237.624466,246.971222,483.512878,-294.743927,79.662445,402.734741
254,0,-2.144958,313.406586,940.436218,-222.296494,299.627777,990.830750,-88.139160,507.319153,973.423340,-169.238327,498.549377,979.370911,33.174896,323.810883,698.609314,-21.542486,329.474091,487.407898,-39.598415,389.746185,262.860229,,,,-154.617172,453.542725,58.002472,-83.310890,266.284668,60.132275,-317.000305,156.740387,940.856018,-343.963928,-2.453867,831.837036,-331.953033,67.632195,642.038635,-294.041412,200.022446,477.995880,-238.471024,247.046204,480.597809,-295.882751,79.827095,400.010712
255,0,-2.247151,313.442139,940.348389,-222.314087,299.561310,990.625671,-88.348503,507.340302,973.513062,-169.472900,498.523865,979.538452,32.937828,323.982391,698.553101,-21.817261,329.572601,487.404144,-39.994640,390.015137,262.551239,,,,-154.721893,453.525299,58.050339,-83.428238,266.201782,60.072414,-316.885559,156.251160,939.404663,-343.945679,-2.137119,829.257874,-332.435333,67.982338,639.386536,-294.970886,200.195572,475.217010,-239.335068,247.135941,477.604950,-297.066986,79.998642,397.232635
256,0,-2.343144,313.477875,940.252075,-222.327271,299.500885,990.422485,-88.552505,507.365814,973.592407,-169.700867,498.505768,979.702637,32.683994,324.137817,698.488464,-22.115828,329.649628,487.389008,-40.400990,390.251801,262.244690,,,,-154.836197,453.502716,58.097595,-83.554314,266.114532,60.002312,-316.749847,155.767853,937.924866,-343.912323,-1.791778,826.626648,-332.925323,68.361389,636.681335,-295.922974,200.386444,472.369049,-240.214966,247.242249,474.536804,-298.294647,80.178513,394.403473
257,0,-2.433603,313.513580,940.147766,-222.336761,299.446320,990.221863,-88.749954,507.395508,973.661377,-169.920868,498.495056,979.862183,32.415398,324.275238,698.416504,-22.434692,329.706390,487.362885,-40.812679,390.455658,261.944458,,,,-154.958466,453.475189,58.142384,-83.687126,266.024353,59.923447,-316.592743,155.291183,936.417053,-343.863800,-1.417651,823.945435,-333.421722,68.770485,633.925720,-296.895477,200.596909,469.454926,-241.109436,247.367081,471.396088,-299.563690,80.368332,391.526184
258,0,-2.519335,313.549042,940.036255,-222.343292,299.397552,990.024414,-88.939774,507.429016,973.720093,-170.131851,498.491486,980.016174,32.134308,324.392975,698.338379,-22.770092,329.744598,487.326355,-41.225124,390.627014,261.654053,,,,-155.087234,453.442810,58.182796,-83.824722,265.932678,59.837437,-316.414337,154.821716,934.881592,-343.800079,-1.014692,821.216125,-333.923645,69.210670,631.122437,-297.886536,200.828873,466.477570,-242.017654,247.512527,468.185577,-300.871979,80.569931,388.603546
259,0,-2.601247,313.584015,939.918213,-222.347824,299.354553,989.830444,-89.121056,507.465851,973.768860,-170.332932,498.494873,980.163391,31.843220,324.489777,698.255432,-23.118059,329.766205,487.280334,-41.634048,390.766693,261.376465,,,,-155.220978,453.405640,58.216930,-83.965157,265.840820,59.746010,-316.214508,154.359848,933.318298,-343.721252,-0.582978,818.440552,-334.430054,69.682915,628.273682,-298.894592,201.084213,463.440125,-242.939117,247.680756,464.908142,-302.217346,80.785278,385.638184
260,0,-2.680297,313.618195,939.794617,-222.351257,299.317230,989.639832,-89.293076,507.505646,973.808167,-170.523499,498.504730,980.302917,31.544802,324.564911,698.168701,-23.474525,329.773590,487.225830,-42.035549,390.876160,261.114349,,,,-155.358292,453.363739,58.242943,-84.106590,265.750000,59.650925,-315.993469,153.905762,931.727417,-343.627411,-0.122683,815.620361,-334.940063,70.187988,625.382080,-299.918121,201.364838,460.345764,-243.873520,247.873917,461.566864,-303.597534,81.016472,382.632751
261,0,-2.757452,313.651031,939.666443,-222.354614,299.285553,989.452393,-89.455254,507.547852,973.838684,-170.703064,498.520538,980.433838,31.241848,324.618164,698.079529,-23.835400,329.769379,487.164093,-42.426147,390.957520,260.869629,,,,-155.497894,453.317169,58.259109,-84.247276,265.661255,59.553944,-315.751434,153.459610,930.108459,-343.518799,0.365953,812.757324,-335.452881,70.726616,622.449829,-300.955933,201.672653,457.197906,-244.820755,248.094193,458.164795,-305.010254,81.265770,379.589783
262,0,-2.833640,313.682159,939.534790,-222.358932,299.259552,989.267822,-89.607201,507.592010,973.861084,-170.871490,498.541656,980.555542,30.937229,324.649841,697.989136,-24.196648,329.756317,487.096527,-42.802826,391.013275,260.643768,,,,-155.638626,453.265839,58.263893,-84.385674,265.575623,59.456768,-315.488831,153.021286,928.461365,-343.395569,0.882654,809.852966,-335.967651,71.299416,619.479187,-302.006805,202.009476,453.999725,-245.780807,248.343750,454.705139,-306.453094,81.535454,376.511536
263,0,-2.909716,313.711151,939.401001,-222.365173,299.239166,989.085266,-89.748695,507.637512,973.876343,-171.028732,498.567444,980.667236,30.633829,324.660828,697.898926,-24.554371,329.737488,487.024628,-43.163063,391.046387,260.437805,,,,-155.779449,453.209808,58.255966,-84.520401,265.493866,59.361012,-315.206024,152.590714,926.785461,-343.258026,1.427133,806.908875,-336.483704,71.906906,616.472229,-303.069794,202.377014,450.754578,-246.753677,248.624649,451.191315,-307.923584,81.827866,373.400238
264,0,-2.986423,313.737366,939.266296,-222.374283,299.224426,988.903870,-89.879623,507.683746,973.885376,-171.174957,498.597015,980.768616,30.334488,324.652618,697.809814,-24.904896,329.715759,486.949921,-43.504807,391.060150,260.252136,,,,-155.919510,453.149200,58.234276,-84.650284,265.416809,59.268112,-314.903534,152.167633,925.080322,-343.106567,1.999124,803.926453,-337.000305,72.549553,613.431152,-304.143921,202.776962,447.465698,-247.739380,248.938934,447.626678,-309.419159,82.145393,370.257935
265,0,-3.064366,313.760376,939.132263,-222.387131,299.215424,988.722595,-90.000053,507.730255,973.889160,-171.310501,498.629669,980.859192,30.041941,324.627045,697.723022,-25.244818,329.694153,486.874023,-43.826488,391.058014,260.086823,,,,-156.058014,453.084015,58.198074,-84.774399,265.344879,59.179367,-314.582001,151.751816,923.345337,-342.941559,2.598403,800.907104,-337.516815,73.227722,610.357727,-305.228241,203.210861,444.136230,-248.737839,249.288498,444.014740,-310.937164,82.490387,367.086487
266,0,-3.143991,313.779663,939.000061,-222.404556,299.212128,988.540283,-90.110153,507.776306,973.888672,-171.435745,498.664459,980.939026,29.758776,324.586548,697.639587,-25.571062,329.675507,486.798523,-44.126949,391.043671,259.941589,,,,-156.194351,453.014557,58.146950,-84.891953,265.278656,59.095856,-314.242004,151.343018,921.579834,-342.763397,3.224806,797.852234,-338.032562,73.941765,607.253662,-306.321838,203.680115,440.769196,-249.748901,249.675125,440.359039,-312.474976,82.865150,363.887665
267,0,-3.225569,313.794708,938.871277,-222.427170,299.214539,988.355530,-90.210144,507.821442,973.885132,-171.551224,498.700592,981.007812,29.487379,324.533844,697.560303,-25.880926,329.662537,486.724945,-44.405437,391.020660,259.815704,,,,-156.327972,452.940979,58.080830,-85.002403,265.218475,59.018452,-313.884308,150.940979,919.783142,-342.572601,3.878251,794.762939,-338.547028,74.691971,604.120789,-307.423767,204.186005,437.367493,-250.772324,250.100464,436.663147,-314.029755,83.271904,360.663055
